,expr
3365,$n \ge 1$
3366,$\kappa_{2}$
3367,$Y\in L^\infty$
3368,$\{ X=\mathsf{E}[X] \}$
3369,$\mathsf P(f^{-1}(A))=\mathsf{Pr}(A)$
3370,$0 \ge \rho(-X+a)=\rho(-X) + a \ge -\rho(X) +a$
3371,$\mathsf{E}[X^k]$
3372,$a>0$
3373,$1\le p \le \infty$
3374,$Z>\mathsf{E} Z$
3375,$\mathit{PFL}$
3376,$X_i(a)=X_i\dfrac{X\wedge a}{X}$
3377,$g'(1)$
3378,$0\le \alpha\le 1$
3379,$g(S(x))=0$
3380,$\rho\ge 0$
3381,$\nu(p)=1/(1+\iota(p))$
3382,"$[0,\infty)$"
3383,$\uparrow$
3384,$a_i + b_i\ \mathit{EL}$
3385,$\mu t + \sigma dW_t -\sigma^2 dt /2 +o(dt)$
3386,$F(x):=\mathsf{Pr}(X\le x)$
3387,$h$
3388,$4/6$
3389,$X_2=c_2+2Y$
3390,$-Y\ge 0$
3391,$S(x_2)(x_3-x_2)$
3392,$0\le\lambda \le 1$
3393,$x \ge x^\ast$
3394,$1/4 < s\le 1$
3395,$A_X = 5.976$
3396,$\rho(X+Y)\ge$
3397,$M = r K$
3398,$X_n(\omega)=n$
3399,$r = 0.6565$
3400,$\nu^{\star}$
3401,$-\rho(-X) =b-\rho(b-X)$
3402,$\mathsf{E}_{\mathsf Q}$
3403,$\alpha_1SdX$
3404,"$a(\cdot, p)$"
3405,$\tau \ge t+d$
3406,$\mu(\{p\})=1$
3407,$c\approx -\sigma^2u''(w)/u'(w)$
3408,$\|Z\|_p = \mathsf{E}[| Z|^p]^{1/p}$
3409,$X\wedge a=\sum X_i(a)$
3410,$\kappa_i(x)=E[X_i \mid X=x]$
3411,$\lambda_0$
3412,$\epsilon /2^{n+1}$
3413,$\nu(x)$
3414,$S(x)=\exp(-\int_x^\infty h(t)dt)$
3415,$g(P)$
3416,$2x$
3417,$P(a) = g(S(a))$
3418,$[F(x)](\cdot)$
3419,"$\Omega=\{\omega_1, \ldots, \omega_6\}$"
3420,$\mu-\sigma^2/2=0.0992$
3421,$F(p)=0.6$
3422,$\rho(X_j)$
3423,$S(a)=\mathsf{E}[1_{X>a}]$
3424,$\mathsf{E}[X_ie^{kX}]/\mathsf{E}[e^{kX}]$
3425,$y=a$
3426,"$\mu,\sigma$"
3427,$g_i=g^{-1}(u_i)$
3428,$u=0.1$
3429,$1_{U>s}$
3430,"$\rho(X)=\int g(S(t))\,dt$"
3431,$\mathbf {t}$
3432,$\{ x \mid F(x) \ge p \}$
3433,$g(s)q$
3434,$\mathsf{VaR}_1(X)$
3435,$\sigma_L$
3436,$\bar S_i(a)=\mathsf{E}[X_i(a)]$
3437,$Q=1-g$
3438,$L_a^{a+y}(X)$
3439,$\rho(X)=\mathsf{SD}(X)$
3440,"$\int_{[a,b]} h(x)dF(x)$"
3441,$\bar\nu(a)=1/(1+\bar\iota(a))$
3442,$-g''(1-p) = \phi'(p) = (1-p)^{-1}f(p)$
3443,$g(S_X(X))$
3444,$d\mathsf{Q}/d\mathsf{P}$
3445,"$(\Omega, \mathcal F, \mathsf P)$"
3446,$\mathsf{E}_{\mathsf{Q}}[Y \mid X] = \mathsf{E}[Y \mid X]$
3447,$0\le p\le 1$
3448,$1/(1+r_f) = \mathsf{E}[p]$
3449,"$D^f\rho_{X\wedge a,X}(\cdot)$"
3450,$V^{\ast}(1)=p/(1+r-p)$
3451,$H_k(X)=H_{g_k}(X)$
3452,$f(x)/S(x)$
3453,$\partial\bar P/ \partial a$
3454,"$X_{t,d}$"
3455,$\Delta S=0$
3456,$\mathsf{E}[X_i(1) \mid  X(\mathbf{v}) = q_{\mathbf{v}}(p)]$
3457,$s_3=1$
3458,$0< a\le 1$
3459,$B(1_{X\le x})$
3460,$2^{-t+1}$
3461,$\beta < \alpha$
3462,"$\bar P_i(\mathbf{v},a)$"
3463,$\sum \Delta g(S)_jX_j$
3464,$\rho(0) = \rho(0+0)\le \rho(0)+\rho(0)$
3465,$a<\infty$
3466,$X=Y/\lambda$
3467,$a\alpha_i(a)$
3468,$q(1-s)$
3469,$a_2 = 2.157$
3470,$\mathsf{TVaR}_p = 20(0.55x_{67}+x_{68}+x_{69}+x_{70})/71$
3471,$\mathsf{TVaR}$
3472,$q(\psi)$
3473,$a_{ro}:=\mathit{VaR}_{p}(X_{-1})={{a_x0}}$
3474,$( x_{(j)}-x_{(j-1)} )$
3475,$l(\mathbf X)$
3476,$p\nu(p)$
3477,$w_{0.75}$
3478,$0.7 \ge p < 0.8$
3479,$\omega_1=1$
3480,"$(1-g(S(x)),x)=(p,q(1-g^{-1}(1-p))$"
3481,$v=1/(1+\iota)$
3482,$f$
3483,$a(X_i)=2.665$
3484,$\mathbf{B}'(0) = -3\mathbf{P_0}+3\mathbf{P_1}$
3485,$g_3(s)=s^{0.7}$
3486,$1-\hat p$
3487,$P(A\cup B)\le P(A)+P(B)$
3488,$\iff \rho$
3489,$0\le s\le \epsilon$
3490,$q(p)=25$
3491,$\rho(X)\le c$
3492,$X_n(\omega)\to 0$
3493,"$(0,3)$"
3494,$g(s)=sv+d$
3495,$a=P+S$
3496,"$(x,y)\not=(0,0)$"
3497,$\bar P_0$
3498,$S=1-F$
3499,$-t$
3500,$f(x) = \dfrac{dF}{dx}$
3501,"$\mathbf {D^f\rho_{X\wedge 30,X}(X_2)}$"
3502,$\bar{\mathbf  P}$
3503,$-g''(s)=\alpha(1-\alpha)s^{\alpha-2}$
3504,$p(x) = \mathsf{Pr}(\{\omega\mid X(\omega) = x\})=\mathsf{Pr}(X=x)$
3505,$\sigma=1$
3506,$P(a)=1-Q(a)=1-h(F(a))$
3507,$\delta=\dfrac{\iota}{1+\iota}=\dfrac{M}{a}$
3508,$s\le s^*$
3509,$a' := (1-S)\Delta X$
3510,"$\mathbf{j, p, S, \kappa_1, \Delta X, \Delta(X\wedge a)}$"
3511,$\mathbf {Q=1-g(S)}$
3512,$w/s = g'(s-) - g'(s+)$
3513,$e^{\mu_L}-1$
3514,$X=m$
3515,$k(s)$
3516,$\mathsf Q(A)=\int_A f(\omega)\mathsf P(d\omega)$
3517,$(g-S)dX$
3518,"$k, b$"
3519,$\mathsf{E}_\mathsf{P}[X_j]$
3520,$p^*$
3521,$\int_0^\infty xf(x)dx$
3522,$\Delta P$
3523,$\alpha_i(x)=\mathsf{E}\left[\frac{X_i}{X}\mid X > x \right]$
3524,$r$
3525,$s+\delta p = 1-\nu p$
3526,$\mathbf  p$
3527,$\mathsf{Var}(\lambda X)=\lambda^2\mathsf{Var}(X)$
3528,"$m_0, s_1, m_1, s_2, m_2$"
3529,$=\displaystyle\int_0^\infty x \P_X(dx)$
3530,$\mathit{NPV}_1 = \bar Q - \bar Q_{act} = F_0$
3531,$\rho_g(X)=35.2$
3532,$\max_\mathsf{Q} \mathsf{E}_\mathsf{Q}[X]$
3533,$Z=Y-X$
3534,$\mathbf  r$
3535,$\mathsf{TVaR}_{0.642}$
3536,$g(S(x_B))-g(S(x_B-))$
3537,$u = \alpha_i(x)S(x)$
3538,$\alpha_1 < \alpha_2$
3539,$Z(g(s))=Z(s)+\lambda$
3540,$\mathbf {\rho(X)}$
3541,$\mathit{NPV}_{\infty}=a_xF_0$
3542,"$X_{1,0}=\cdots=X_{m,0}=X_0=0$"
3543,"$\Omega=\{\omega_1, \omega_2 \}$"
3544,$a(X_i+X_j) < a(X_i)+a(X_j)$
3545,$m=0.25$
3546,$\{Y\mid Y\preceq_2 Z\}$
3547,"$(de.east |- lee.north)+(0.375,0.25)$"
3548,$\mathsf{E}[X] + \pi\mathsf{E}[X]$
3549,$c(\{i\})=c(i)$
3550,$\hat g(s)=1-g(1-s)$
3551,$W_{s+t}-W_s$
3552,$\mathsf{Pr}(X=x)=0$
3553,"$(1,2)$"
3554,$1-s$
3555,$D_2$
3556,$x=200$
3557,$\mathbf{v}$
3558,"$(0,0,0,0,0,5,0,0,0,5)$"
3559,$P=l + \delta(a-l)$
3560,$S/L$
3561,"$\int_0^a F(t)\,dt$"
3562,$\\mathbf {\1}$
3563,$\int_0^s \mu(dt)/(1-t)$
3564,$Z\circ T$
3565,$\mathbf {D^n\rho_{X\wedge 30}(X_2)}$
3566,$=v_f \mathsf{E}_Q\left[\dfrac{X_i}{X}(X\wedge A)\right]$
3567,$g(S(a))$
3568,$\mathcal M_\rho$
3569,$P=(1+r)\lambda\mathsf{E}[X]$
3570,$F(a+)=\lim_{x\downarrow a} F(x)$
3571,$f<1$
3572,$\alpha>1$
3573,$\mathcal F_0\times \mathcal F_1$
3574,$\rho(Y)$
3575,$\mathsf Q(\omega)\ge 0$
3576,$\lim_{s \uparrow 1}g'(s)$
3577,$k>2$
3578,$S\to Y$
3579,$\mathsf{E} X$
3580,$s'(t)$
3581,$g'\circ S_X$
3582,$s=0.1$
3583,$g = s/(1-f)$
3584,$g(s)=A(1_{U < s})$
3585,$\Delta g(S_j)=g(S_{j-1})-g(S_j)$
3586,$A\wedge L$
3587,$\mathbf {2\mathsf{VaR}_p(X_1)}$
3588,$g'(1-s)+g(0+)\delta_1$
3589,"$5^{-1},5^{-2},5^{-3},\dots$"
3590,$\mathsf{EPD}_p(X)$
3591,$+$
3592,$c(\alpha)x^\alpha g(x)$
3593,$\mathit{NPV}_{\infty} = a_xF_0$
3594,$\mathsf{E}[X]=\mathsf{E}[Y]$
3595,$v/\sqrt{n}$
3596,$X_h$
3597,$\mathsf{E}[(a-X)^+]=\int_0^a F(x)dx$
3598,$\mathsf{Pr}(X < x)\ge 1/6$
3599,"$\mathsf{cov}(X_i,X)$"
3600,"$(p,t)$"
3601,$e^{-rt}S_t$
3602,$9+1$
3603,$(x-d)^+ \wedge l$
3604,$\mathsf Q(B) = \mathsf P(A\cap B)/\mathsf P(A)=\mathsf P(A\cap B)/(1-p_0)$
3605,$\mathsf{E}[S_t]=e^{\mu t}$
3606,$Y_i$
3607,$\sqrt{x}$
3608,$\rho(X-X)=\rho(X)+\rho(-X)=0$
3609,$dG/dF=g'(S(x))$
3610,$D_m\subset D_n$
3611,"$[0,1]\subset\mathbb R$"
3612,$r-1$
3613,$d_f = r_f / (1+r_f)$
3614,$\hat q(p)=q(1-g(1-p))$
3615,$X=Y$
3616,$\mathsf{Pr}(X_n=1)=1/n$
3617,$U^{1/b}$
3618,$X\preceq_1 Y$
3619,$E(X-q(X))^+$
3620,$X_{-2}$
3621,$t=U_X(s)$
3622,$\mathsf{E}_{\mathsf Q}[Y]$
3623,$3^{30}=2.06\cdot 10^{14}$
3624,$\rho(kX)\ge k\rho(X)$
3625,$M(x)=P(x)-S(x)$
3626,$H$
3627,$a=\mathsf{VaR}$
3628,$\int X_n=1$
3629,"$\displaystyle\int_0^a \kappa_i(x)f(x)\,dx + a\alpha_i(a)S(a)$"
3630,$\kappa_i(x)\approx x -\sum_{j\not=i} \mathsf{E}[X_j]$
3631,$\alpha_1(90) = (0.0816 \cdot 0.0625 + 0.1 \cdot 0.0625)/(0.0625+0.0625)=0.01135/0.125=0.0908$
3632,$c_i$
3633,$0 \le X_i(a) \le X_i$
3634,$\sup_i f_i$
3635,$D\rho_X(X_1)=6.2085$
3636,$+\mathsf{NORIPOFF}$
3637,"$(a,b)$"
3638,$t\downarrow 0$
3639,$\rho_g(X)=\mathsf{E}_\mathsf{Q}[X]$
3640,$\{\mathsf{P} \}$
3641,$\mathsf{E}_{\mathsf Q}[Y] = \mathsf{E}[YZ]$
3642,$\mathcal{G}=\sigma(X)$
3643,$\pi$
3644,$h(x)=-d/dx(\log(S(x)))$
3645,$x=8$
3646,"$\displaystyle\int_\Omega g(X(\omega), \omega)\mathsf{Pr}(d\omega)$"
3647,$X\_{2}$
3648,$dS$
3649,$\sum \alpha_i S\Delta (X\wedge a)$
3650,"$g'(s) = \frac{1-w}{1-p_0}1_{[0, 1-p_0)}(s) + \frac{w}{1-p_1}1_{[0, 1-p_1)}(s)$"
3651,$\mathscr{E}$
3652,$\mathsf{E}_{\mathsf Q}[X_i \mid X=x] = \mathsf{E}[X_iZ \mid X=x]/\mathsf{E}[Z \mid X=x] = \mathsf{E}[X_i \mid X=x]$
3653,$pX$
3654,$g(S(a))/S(a)$
3655,$\sum X_i(a)\Delta g(S)$
3656,"$(p,q(1-g^{-1}(1-p)))$"
3657,$0\le \pi\le 0.5$
3658,$\bar\delta=\bar\iota/(1+\bar\iota)$
3659,$q^-(F(x))=x$
3660,$1-g(s)$
3661,$P=L + d(a-L)$
3662,$p\not=0.75$
3663,"$a=0, b=\alpha$"
3664,$\mathsf{E}[X_i\mid X=q(p)]$
3665,$\mathbf {\vert S\vert}$
3666,"$\bar S(a)=\int_0^a S(x)\,dx$"
3667,$X=X\wedge a + (X-a)^+=\sum_i X_i(a) + (X-a)^+$
3668,$r_f = 0.01$
3669,$X_2=X-X_1$
3670,$c_1$
3671,$\max_\mathsf{Q} \mathsf{E}_\mathsf{Q}[X] - \alpha(\mathsf Q)$
3672,$u^{(n-1)}$
3673,$(r-\sigma^2/2)t$
3674,$\tau_i=\tau$
3675,$\tau=\tau_i=0$
3676,$a=a(s)$
3677,$\mathsf{E}[Z\mid X]=Z$
3678,$\mathsf{E}[X_1\tilde Z]=\mathsf{E}[X_2\tilde Z]=500$
3679,$f(L)=L$
3680,$f(L) \le L$
3681,$p=0.283$
3682,$g'(s)=\alpha s^\alpha/s$
3683,$n-4$
3684,$xdF(x)$
3685,$\mathsf{TVaR}_{0.8}(X)=25$
3686,$X_0=X_1=0$
3687,$Q_X$
3688,$\mathsf{TVaR}_{p^\ast}(X)=\bar P$
3689,$\mathsf{E}[(S_t-a)1_{\{S_t>a\}}$
3690,$P_X(A)=0$
3691,$L > a$
3692,$f=0$
3693,$f(x)dx=dp$
3694,$P_X(A)=\mathsf P(X\in A)= F(b)-F(a)$
3695,$Z(a')=g(S_X(a))/S_X(a))$
3696,"$X_i(\omega), i=1,...,N$"
3697,$\alpha(\mathsf Q)$
3698,$\phi(p)$
3699,$\mu(\{p_1\})=w$
3700,$G\mathsf X$
3701,$\omega=0$
3702,$\displaystyle\int_\Omega X(\omega)\mathsf{Pr}^*(d\omega)$
3703,$P-D$
3704,$X>a$
3705,$\iota=$
3706,$\lim_{t\to 0}a(X_1; X+tX_1)=a(X_1;X)$
3707,$1+Z-\mathsf{E} Z$
3708,$e = P/C$
3709,$t^\star=1/2$
3710,$t+1$
3711,$1-B_p=B_{1-p}$
3712,$\mathsf{Pr}(|X_n(\omega)-X(\omega)|>\epsilon)\to 0$
3713,$\bar M(x)$
3714,$X\not\preceq_n Y$
3715,$0\le x < a$
3716,"$Z_2:=\sum_{t+d=2} Y_{t,d}$"
3717,$ since the contact function $
3718,"$c_1+c_2=(c(1) + c(1,2) - c(2) + c(2) + c(1,2) -c(1))/2=c(1,2)$"
3719,"$(-\infty, \infty)$"
3720,$a(X)\equiv a$
3721,$\mathcal E(X)=c\mathsf{E}[X^2]$
3722,$x^{**}$
3723,"$D^f\rho_{X\wedge a,X}(X_i)$"
3724,$X(p)=q(T(p))$
3725,"$(1-S(x), x)$"
3726,$\tilde X_1+\tilde X_2\succeq^2 \tilde X_1$
3727,$\mathcal D(X)+\mathsf{E}[X]$
3728,$S_{\mathbf{v}}$
3729,$\mathsf{VaR}$
3730,$\mathsf{E}[X]+\mathsf{SD}(X) \le \mathsf{E}[Y]+\mathsf{SD}(Y)$
3731,$\bar S_i$
3732,$\{X(\mathbf{v}) = q_{\mathbf{v}}(p)\}$
3733,$\alpha_iSdX$
3734,$c=0.5$
3735,$K$
3736,$g(p)/p-1$
3737,$a(X_i; X)$
3738,$\log(1+\mu t + \sigma dW_t)=\mu t + \sigma dW_t +o(dt)$
3739,$\max(X)$
3740,$\mathsf{E}[X_1\mid X < 2^{-m}]$
3741,$x>\sup(X)$
3742,$M=\inf\{ x\mid S(x)=0\}$
3743,$\mathsf{VaR}_\pi(X)$
3744,$0=\mathsf{Pr}(X<1)<1/6=\mathsf{Pr}(X\le 1)$
3745,$-k<0$
3746,$X_n=Y_1+\cdots +Y_n$
3747,$^{}$
3748,$\mathsf{CTE}_p(X)=(8+12+25)/3=15$
3749,$p \ge 0.9$
3750,$S_0=1000$
3751,$\lim_{s \to 1}{\mathsf{E}[ r_{s} ] = - 1}$
3752,$1_{U<u}$
3753,$4\nu$
3754,$U(a)$
3755,$c^{-1}\log\mathsf{E}[e^{cX}]$
3756,$\rho_1(X\wedge a)<\rho_2(X\wedge a)$
3757,"$\omega_1,\omega_2\in\Omega$"
3758,$\bigtimes_i X_i$
3759,$(1/4)(1/3)=1/12$
3760,"$\rho(X) = \max\,\{ \mathsf{E}[f X] \mid f=dQ/dP, Q\in\mathcal{Q} \} = \int q_f(s)q_X(s)ds$"
3761,$P(X_{0}(a))$
3762,$p=$
3763,$\mathsf{TVaR}_\pi(X)$
3764,$\omega<0.4$
3765,$\mathsf{E} X + c\mathsf{E}[\vert X-\tau \vert^p]^{1/p}$
3766,$\mu = \delta_{\alpha}$
3767,$(x-a)^+\wedge b$
3768,$F_X\ge F_Y$
3769,$i=0$
3770,"$Y_{t,d>0}$"
3771,$\prod_{n\ge N}(1-\frac{1}{n})=0$
3772,$X\le 0$
3773,$g(s)=s^{0.8}$
3774,$q \cdot X$
3775,$p=0.1$
3776,$\mathsf{E}[X_iX]$
3777,"$(p, q(1-g^{-1}(1-p)))=(p, q(\hat p))=(p, \hat q(p))$"
3778,$\mathsf P(X\le q_X(p))=p$
3779,"$\rho_1,\rho_2$"
3780,$P/(A-P)=P/Q$
3781,$-\rho$
3782,$\alpha_1(98)=0.1$
3783,$\pi=1.2613$
3784,$\gamma=0.421$
3785,$8+11.1667=19.167$
3786,$\mathsf{Pr}(Y_m > y) = 1 - (1 - \mathsf{Pr}(X > y))^n$
3787,$\beta_i(x)/\alpha_i(x) < g(S(x))/S(x)$
3788,$h(p)=s^3$
3789,$\psi$
3790,$\mathsf{VaR}_p(X)=\mu + \sigma \Phi^{-1}(p)$
3791,$B_k$
3792,$\bar P(\infty)=\mathsf{E}[q(U)\phi(U)]$
3793,"$Binomial(s,N)$"
3794,$x=S^{-1}(g^{-1}(s))$
3795,$e^{-rt}$
3796,$\mathsf{VaR}_{p^*}$
3797,$\mathsf{E}[X^2]$
3798,$=\mathrm{MV}(y-T(X))^+$
3799,$\mathsf{E}[YZ_\epsilon]\to\mathsf{E}[YZ]$
3800,$p^{* }$
3801,$\beta_Q=(a/Q)\beta_A + (P/Q)\beta_L$
3802,$r\times n$
3803,$F(2)=0.75$
3804,$(80-11)\times 0.25$
3805,"$S, S^{-1}$"
3806,$\mathsf{Q}'$
3807,$q(0.1)=1$
3808,"$k=0,1,\dots,n-1$"
3809,$q(1-g^{-1}(1-p))$
3810,$\tilde X_j$
3811,$\bar F$
3812,$\pm\infty$
3813,"$c\in[0,1]$"
3814,$dg$
3815,$\rho_c(Y)=\mathsf{E}[Y]$
3816,$p_Y<0.5$
3817,"$\mathsf{E}[W]=\sum_{d\ge 0} \mathsf{E}[Y_{-d,d}]$"
3818,$\mathscr{P}$
3819,"$(\mu,\sigma)$"
3820,"$(brR15 |- lee.south)+(-0.25,-0.25)$"
3821,$\pi=1.2497$
3822,"$\mathsf{E}[(X-a)^+]= p\,\mathsf{E} X$"
3823,$\bar\iota$
3824,$L(X)=(X-\mathsf{E} X)/\mathsf{SD}(X)$
3825,$g(s) \ge  1$
3826,$v(A\cup B) + v(A\cap B)\ge v(A) + v(B)$
3827,$\bar P_\tau(a)=\bar P(a) + \tau(a-\bar P_\tau(a))$
3828,$\nu>0$
3829,$\mathsf{E}[X\mid\mathcal F_0]=\mathsf{E}[X]$
3830,$P_g\{X=M\}=g(0+)>0$
3831,$\mathsf{E}[X_i\mid X = x_p]$
3832,$\Delta=a'-a$
3833,$\alpha_i(x)S(x)$
3834,$r_h-\mu_L=r-r_L$
3835,$-0.0012$
3836,$\rho(X)$
3837,$\mathsf Q$
3838,$+1$
3839,$\implies\mathsf{FATOU}$
3840,$\bar P(a)>\mathsf{E}[X\wedge a]$
3841,$1-w$
3842,$=1/(1-p)$
3843,$Q_j = 1 - g(S_j)$
3844,$A(X)$
3845,$\mathsf Q(\omega)=Z(\omega)\mathsf{Pr}(\omega)$
3846,$X\ge \mathsf{VaR}_p(X)$
3847,$p_+-p_-$
3848,$\mu(\{0\})=\phi(0)=g'(1)$
3849,"$s\in (0,1]$"
3850,"$p\in (0,1)$"
3851,"$\lambda, \iota, \psi$"
3852,$h_{xx}$
3853,$u=x$
3854,$af + a(1-f)/q$
3855,$\bar P_{act}$
3856,$L_d^{d+l}(X)$
3857,$r=0.06$
3858,$x\mapsto x^{3/2}$
3859,$L_0^{500}(x)$
3860,"$A_3,B_3$"
3861,$\mathbf {\beta_{1}g(S)\Delta X}$
3862,"$B_1=[0,0]$"
3863,$f(x)=x^2$
3864,$E_\mathsf{Q}[1]$
3865,$\mathsf{E}[(X-\mu)^2]$
3866,$s\to 0$
3867,$g_0=0$
3868,"$\displaystyle\int_0^1 q(p)\,dp$"
3869,$P(X_{-1}(a_{gc}))=9094.25$
3870,$\phi$
3871,$S;g(S)$
3872,$\kappa_{i^*}$
3873,$\rho_a$
3874,"$\bar P_{0,2}$"
3875,$x=e^{\mu + y\sigma}$
3876,$f(w|s)$
3877,$\mu_U = 15$
3878,"$Y_{2,0}$"
3879,$r_{pq}:=\sqrt{p(1-p)}$
3880,$A\subset B$
3881,$g(s)=s^b$
3882,$S_j=S_{j-1}-p_j$
3883,$\{X = q_X(p) \}$
3884,$X(\omega)=\omega$
3885,$1_A(x)=1$
3886,$g(s)=100s \wedge 1$
3887,$(0.333...)(0.15)$
3888,$\bar P_1$
3889,$v(A\cup B)\le v(A)+v(B)$
3890,$V(1)$
3891,$x^2$
3892,$a_{0}=a(Y_{0})$
3893,$C=1-H$
3894,$Y = NX$
3895,$a_l < b_l$
3896,"$1,9,10$"
3897,$g_0 \le 1-\alpha$
3898,$(1+r)Z=\mathsf Q/\mathsf{P}$
3899,"$\{0, 9, 10\}$"
3900,$\iota^*$
3901,"$t=0,1,2,\dots$"
3902,$0.354 \cdot 8 = 2.83$
3903,$x=z$
3904,$(x+(X-x)^+)^n\not=x^n+((X-x)^+)^n$
3905,$f(R) = \mathsf{E}[f(X)]$
3906,$\delta_i$
3907,$1-2/3=1/3$
3908,$\mathsf{Amb}(X)$
3909,$\rho^{ho}_c$
3910,$X \le Y$
3911,"$\mathsf{cov}(X,M)=\mathsf{cov}(X_i,M)$"
3912,$\mathbf {X'}$
3913,$F(X(\omega))$
3914,$\mathsf{VaR}_{p}( \cdot \mid \mathcal F_t)$
3915,$d$
3916,$\mathsf{E}[X\wedge a]= 2.4982$
3917,$\mathsf{E} X + \inf_x \{\alpha_1\mathsf{E}[(x-X)^+] + \alpha_2\mathsf{E}[(X-x)^+] \}$
3918,$M:=\esssup X$
3919,$g(s)=1-\sqrt{1-s}$
3920,$dF=-d(g\circ S)=$
3921,$E_\mathsf{Q}[X_i]$
3922,"$\mathsf{TVaR}_0,\mathsf{TVaR}_1$"
3923,$f_x$
3924,$s^{-1}(\cdot)$
3925,$X_{1c}$
3926,"$(p, \mathsf{E}[X_i\mid X=q(1-g^{-1}(1-p))])$"
3927,$\mathsf{TVaR}_p(X)=\mathsf{TCE}_p(X)=\mathsf{E}[X\mid X \ge \mathsf{VaR}_p(X)]$
3928,"$\omega\in [0,1]$"
3929,$\mathsf{PH}$
3930,$N=X-L_{r_a}^{r_a+r_l}(X)$
3931,$x_i-x_{i-1}=dx$
3932,$P(\hat s)=\mathsf{E}[\hat s]=s$
3933,$X_i(1)$
3934,$0<\alpha_1<\alpha_2<1$
3935,$v(B)$
3936,$(dX_t)^2$
3937,$L^2$
3938,$g(s)=\Phi(Z(s)+\lambda)$
3939,$|Y_n|\le 1$
3940,$a=0$
3941,$0.25 + U/4$
3942,$F(q^-(p))\ge p$
3943,"$[0,a)$"
3944,$0.909+0.273=1.182$
3945,$\bar P=\bar S+\bar M$
3946,$\rho(X)=\rho(X\wedge a) + \rho((X-a)^+)$
3947,$X\wedge a=30$
3948,$F$
3949,"$(2,1)$"
3950,$X(\mathbf{v})=\sum_i X_i(v_i)$
3951,$\Phi^{-1}(0)=-\infty$
3952,$2/6$
3953,$F_M$
3954,$q_C(p)=\inf C$
3955,$g(S)dX$
3956,$\mu \cdot T_k$
3957,$\rho:\mathcal{S}\to \mathbb{R}$
3958,$F_I^{n*}$
3959,$Q(x)$
3960,$\mathsf{E}[X] + \pi\mathsf{E}[(X-\mathsf{E} X)^+]$
3961,$X_1(v_1)$
3962,"$g\in D_n^*=\{ g \mid  (-1)^{k+1} g^{(k)} \ge 0, k=1,\dots,n-1, (-1)^n g^{(n-1)}\text{ non-increasing} \}$"
3963,$\mathbf {\mathsf{E}[X_i(a)]}$
3964,$\bar Q_{1}$
3965,$h=1+\lambda(f-\mathsf{E} f)$
3966,$\Delta Q(a)$
3967,$t\to 0$
3968,"$i=1,2$"
3969,$\sigma=2.15$
3970,$\mathsf Q\in \mathcal Q$
3971,$\alpha \ge s_0 g'(s_0)/g(s_0)$
3972,$g(s)=s^r$
3973,"$t=1,2,...,\tau$"
3974,$Y(\omega)$
3975,$Sdx$
3976,$s=1/4$
3977,$\int_0^\infty xg'(S(x))dF(x)=\int_0^\infty g(S(x))dx$
3978,$\mathsf{E}[Xe^{\pi Z}]/\mathsf{E}[e^{\pi Z}]$
3979,$X_2' = X_2+\cdots +X_n$
3980,$1_{U>0.95}$
3981,$g=u^2=0.01$
3982,$100$
3983,$X\wedge a \le X$
3984,"$Y_{t,0}$"
3985,$s>s^\ast$
3986,$g(s)-\hat g(s)$
3987,$R:=\bar P_{act}-\bar S$
3988,$Var[T]=s(1-s)/N$
3989,$\sum w_i=1$
3990,$\alpha_i(x) =\mathsf{E}[X_i/X\mid X>x]$
3991,"$\{x_1,...,x_n\mid X < \max(X)-\epsilon\}$"
3992,$z=x$
3993,$F_n(x)\to F(x)$
3994,$c=2.5$
3995,"$\rho(1000, 3000, 3500)$"
3996,$w(x)=e^{kx}$
3997,$\mathsf{Pr}(X>0)$
3998,$1_\omega(\omega')=1$
3999,$g(s)=cs$
4000,$f(t|s)$
4001,$\mathbf {F}$
4002,$\mathsf{E}[(a-X)^+]$
4003,$\displaystyle\int_0^\infty u(x)dF_X(x)$
4004,$\Lambda\dfrac{\mu_{U}}{\sigma_U}   = \dfrac{E( r_{U} ) - r_{f}}{\sigma_{r_{U}}} \left(\dfrac{\mu_{U}}{\sigma_{U}}\right)$
4005,$f'(x_0)$
4006,$\mathsf{E}[X\mid X=x]\equiv x$
4007,$y^{\ast}-x^{\ast} \ge \epsilon$
4008,$(1+\rho)\mathsf{E}[C]$
4009,$1-g$
4010,$g(S(x_{i+1}-))-g(S(x_{i}))$
4011,"$d\,F(X)$"
4012,$Q(a)$
4013,$a_i=\mathsf{E}_\mathsf{Q}[X_i]$
4014,$(1+c)\mu$
4015,$\mathbf {\Delta(X\wedge a)}$
4016,$\mathsf{E}[YZ]$
4017,$\mathsf{VaR}_{0.99}$
4018,$dG(x)=g'(S(x))dF(x)$
4019,$n=100$
4020,$\rho(c) = c$
4021,$\delta_p$
4022,$\sigma$
4023,"$(s(t),m(t))$"
4024,$X>x$
4025,$\mathsf{E}[X_i(a)]$
4026,$\sigma_U = 1$
4027,"$(p,q(p))=(1-S(x),x)$"
4028,$w_i\ge 0$
4029,$\int X_n\to 0$
4030,"$r_f\ge 0, r>0$"
4031,$Z$
4032,"$X_1,X_2$"
4033,$r_L$
4034,$\gamma=\mathsf{Pr}(X>\mathsf{E}[X])$
4035,"$\Omega=[0,1]\times [0,1]$"
4036,$x_i$
4037,$a(X)$
