,expr
3206,$L^1$
3207,"$X\wedge a=\min(X,a)$"
3208,$x+\tau$
3209,$GF(\bar x)$
3210,$\mathsf{E}(X-k)_+$
3211,$1-\tilde p=g(1-p)$
3212,$S(x)$
3213,$\mathsf{E}(W|X\ge a)$
3214,"$50 of the amount allowed on each claim in the classes under subs. (3) to (6), except for claims of the federal government under subs. (3) and (3c), shall be deducted from the claim and included in the class under sub. (8). Claims may not be cumulated by assignment to avoid application of the $"
3215,$P_i/x_i$
3216,$0.085$
3217,$\mathsf{E}(Z\mid X)=Z$
3218,"$\{(1-\alpha)^{-1}1_A\mid \mathsf{Pr}(A)=1-\alpha, X(\omega)\ge a,\ \forall \omega\in A \}$"
3219,$\epsilon(t-\mathsf{E}_q(X_2))$
3220,"$X, Y$"
3221,$B\subset E$
3222,$p'>p$
3223,$\pi(X)$
3224,$\sigma=0.3$
3225,$n^2$
3226,$c+\mathsf{E}(X-c)_+ = E(X-c)_- + \mathsf{E}(X)$
3227,$\iota a + \mathsf{E}_Q(X-a)^+$
3228,$c_x/c_{\text{Nov 1}}-1$
3229,$g(s)\ge s$
3230,$g'(1)=0$
3231,$f(\lambda) = \mathbf{Tm}(\lambda)-\mathbf{r}$
3232,${}^nS^{-1}(t) = \displaystyle\int_0^t {}^{n-1}S^{-1}(p)dp$
3233,$10 million I **must care at least as much** about a loss of $
3234,$Z_k$
3235,$\mathsf{VaR}_p>2000$
3236,$Q=100$
3237,$0.25/0.75$
3238,$\delta_{p}$
3239,$\mathsf{E}(X_i g'S)$
3240,$1+c\zeta-c\mathsf{E}\zeta$
3241,$a\mapsto \sum_i a_iX_i$
3242,$1 \times 10^9$
3243,$X\circ T(\omega)=X(T(\omega))$
3244,$B_\cdot$
3245,$\lambda\in\mathbb R^+$
3246,$\tpx^{(\tau)}$
3247,$\bar A_{x+b} - \bar P_{x+b}\bar a_{x+b}=0$
3248,$t_2<0.5$
3249,$g(S)$
3250,$\mathsf{E}_g(X\wedge a)$
3251,$\sum \rho_k$
3252,$0 \le f(X) \le X$
3253,$\mathbf{X}$
3254,$\rho_\phi(X)=\displaystyle\int_0^1 q(p)\phi(p)dp$
3255,$\rho(X)=\log\mathsf{E}(\exp(\alpha X))/\alpha$
3256,$s = s_l (1 - s) + s_u s$
3257,$=\mathsf{E}(X-c)+=\int_c^\infty S(x)dx=\int_0^\infty (x-c)f(x)dx$
3258,$1-p=S(x)$
3259,$\rho(X) = \mathsf{E}(X)$
3260,$\rho(X)\le\liminf\rho(X_n)$
3261,$N=2^{256}=10^{77}$
3262,"$p\in [1,\infty)$"
3263,$\sigma\in L_\infty$
3264,$a_i=a_{i+1}=\dots=a_{i+l}$
3265,"$G=P,Q,R,S$"
3266,"$=\mathsf{E}(X\wedge c)=\mathsf{E}(\min(X,c))=$"
3267,"$\rho(X) = \max(\mathsf{E}_{\mathsf{Q}_1}(X), \mathsf{E}_{\mathsf{Q}_2}(X))$"
3268,$1 = m(a)+\nu F(a) = (S(a) + \delta F(a)) + \nu F(a)$
3269,$\rho(X) = \rho(\mathsf{E}[X | A]1_A + E[X | A^c] 1_{A^c})$
3270,$\lambda=0.421$
3271,$dp=dF(x)$
3272,$\zeta:=1/(1-\alpha)1_A$
3273,$\mathsf{E}(W\mid X\ge 100) = 99/4=19.8$
3274,$\int_\Omega \zeta=1$
3275,"$\mathsf{cov}(X_1, g'(S(X(t)))$"
3276,$\mathsf{Pr}(X(\mathbf{x})>a) = S(\mathbf{x}; a)=S(a)$
3277,$F^{(2)}(x)$
3278,$\mathscr{O}(\zeta)\subset\mathcal{A}$
3279,$1/(1-p)$
3280,$S(x)=e^{-\mu x}$
3281,$E(G)= f + E(G') = 1$
3282,"$(\nodespc/2, -\nodespc/2%)$"
3283,$\Delta\tilde p$
3284,$\log(ROL) = a + b\cdot ln(EL)$
3285,$α_1 < α_2$
3286,"$(fun3a.south -| fun4a.south east)+(\smlspc,-\smlspc)$"
3287,$\rho_t(X) \le \mathsf E[\rho_{t+1}(X)\mid \mathcal F_t]$
3288,$g(0)=0$
3289,$\int xg'(S(x))f(x)dx$
3290,$=1-g(s)$
3291,$E(X_i \mid X=x)f_X(x)$
3292,$\mathsf{E}_\mathsf{Q}(X_i)$
3293,$K = (B)^{a} = g^{ba}$
3294,$\phi(p)=g'(1-p)$
3295,$v^{(\mathrm{time\ to\ payout})}\rho(\mathrm{risk now})$
3296,$/$
3297,$E_Q$
3298,$x_0$
3299,$\mathsf{E}[X|A]= n^{-1}\sum_T X\circ T$
3300,$\bar B\setminus B$
3301,$X_i=X_i\sum_i \partial C/\partial x_i + \partial N/\partial x_i$
3302,"$\mathsf{TVaR}_p(Y)\in R_{Y:X,r_X}$"
3303,$\rho(X)=\mathsf{E}(XZ)$
3304,"$\mathsf{E}(\min(X,a))=\mathsf{E}(X\wedge a)$"
3305,$R_i$
3306,$\delta(p)=1-\nu(p)$
3307,$\bar F'(x) = F(x)$
3308,$d=iv=1-v$
3309,$X=h(Z)$
3310,$F^{(-2)}(p)$
3311,"$cos(0)*sin(90)*(1,1)$"
3312,$f_i$
3313,$\rho(X)\ge \rho(Y)$
3314,$1/4$
3315,$\rho>1$
3316,$a = \sum_i a_i$
3317,$\nabla \zeta$
3318,"$(Bob)+(0,-3.25)$"
3319,$\displaystyle\int_0^a xf(x)dx \not= \displaystyle\int_0^a S(x)dx$
3320,$\mathcal X$
3321,$t_i$
3322,$\nu_p=(1+\rho_p)^{-1}$
3323,$P(x)=g(S(x))$
3324,"$\beta(X) = \int\check g(S_X(x))\,dx$"
3325,$\rho(Y)\le\rho(0)=0$
3326,$g(S(x))=1-\tilde p$
3327,"$\min(X, a)=X\wedge a$"
3328,"$\alpha,\beta$"
3329,$\rho(-X) \ge -\rho(X)$
3330,$a/x$
3331,"$a \in_{R} \{2,\dots,p-2\}$"
3332,$\sum f_i$
3333,$C_1(t) > C_1(t)$
3334,$s =$
3335,$\mathsf{E}_Q(X_iY_i)=\mathsf{E}_Q(X_i\partial Y/\partial X_i)$
3336,$\rho_m(X) = \mathsf{E}(X) + (\rho_m(X) - \mathsf{E}(X))$
3337,$\text{Var}(G)=c$
3338,$t<0.25$
3339,$\mathscr{P}$
3340,$p-1$
3341,$h_\epsilon\to h$
3342,$p=F$
3343,$G = C + \sum N_i$
3344,"$\mathcal{M}_{X,c}=\mathcal{M}$"
3345,$\delta F(a)$
3346,$p-p\nu_p = p\delta_p$
3347,$c=\lambda$
3348,$X\in L_p$
3349,$PQ = P/Q$
3350,"$f: [0,1]\to [0,1]$"
3351,$X_i(a)$
3352,$23.81 / 34.05 = 70$
3353,$\displaystyle\int_0^1 q(p)dp$
3354,$E_g[Y] = \int g(S_Y(t))dt$
3355,$1-s$
3356,$\mathsf{E}[g(-Y)]\ge 0$
3357,$\beta_i(t)$
3358,$st$
3359,$f_i(X)$
3360,$Z_1=q_Z(F_X(X))$
3361,$a(\mathbf{x}) =\mathsf{TVaR}_p(X(\mathbf{x}))$
3362,$A = fX + Y$
3363,$\rho(L) = F^{-1}(1-g{-1}(1-p)) dp > \mathsf{E}(L)$
3364,$\delta^2 p + \nu^2 q-(p-\nu)^2=p(1-p)$
3365,"$(x,y)\mapsto (x,y)$"
3366,$9 = 2^3 + 1 = 2^{(2^1 + 1)} + 1$
3367,$\rho(X) = \mathsf{E}(X) + c\mathsf{E}(X-\mathsf{E}(X))_+$
3368,$n = 1$
3369,$=\mathsf{E}(X_i \mid X=q(\alpha))$
3370,$\lfloor pN\rfloor$
3371,$\iota(a)$
3372,$\rho(Y) = \rho(Y-X + X) \le \rho(Y-X) + \rho(X)$
3373,$A=g^a$
3374,$<\alpha$
3375,$\lambda(p=1)=0$
3376,$\tilde \rho(X)=\inf\{ \alpha \mid X+\alpha \in\mathcal{A} \}$
3377,$\mathcal{G}$
3378,$X_t=X-t\bar X \le X$
3379,$X_k=X_0+k$
3380,$Y=Y(\mathbf{X})$
3381,$X^{\oplus n} -\mathsf E[X] \succeq_2 X^{\oplus n-1}$
3382,$\mathbf{Tm} = \mathbf{r}$
3383,$t<T_x$
3384,"$\mathcal A_t\supseteq \mathcal A_{t,t+1} + \mathcal A_{t+1}\iff \rho_t(-\rho_{t+1}) \ge \rho_t$"
3385,$\mathsf{E}_g(X_i(a))$
3386,$\phi(s) = \displaystyle\int_0^s \dfrac{\delta_p(dt)}{1-t} = \begin{cases} 1/(1-p) & s\ge p \\ 0 & s < p  \end{cases}$
3387,$A_0\mid N \sim X_0^{\oplus N}$
3388,$\nu(0.5)=1/(1+\iota^*)$
3389,$\rho(c)\ge c$
3390,$m(x) = S(x) + \delta F(x) = 1\times S(x) + \delta F(x)$
3391,$\mathsf{E}[X | X > q(p)] \ge q(p)$
3392,$Z=AX + (1-A)Y$
3393,$c=q(\alpha)=VaR_\alpha(X)$
3394,$L_i$
3395,"$u_1,u_2$"
3396,$F^{-1}$
3397,"$X\wedge \alpha(X):=\text{min}(X, \alpha(X))$"
3398,$\mathcal F_1=\sigma(X)$
3399,$X_i = F(e_i)$
3400,$t_1 > t_2$
3401,"$\mathsf{cov}(N, Z_0)<0$"
3402,$N=20$
3403,$X\le Y$
3404,$^{***}$
3405,$0.5 < t_1 < t_2$
3406,$-1_{B_l}$
3407,$\nu(p)-l(p)= \nu^*\sqrt{(1-p)/p}$
3408,$g(S(X))$
3409,$u^{(4)}<0$
3410,$\preceq_k$
3411,$E(X^k)\le E(Y^k)$
3412,$g(0.x_1x_2x_3...) = 0.x_2x_4\dots$
3413,$\lim_{\gamma\to\infty} \rho_\gamma$
3414,$a=(1-f)^2/\nu^2=(1-f)^2/c$
3415,$g(s) = d + sv$
3416,$x_1=q(p)$
3417,$\mathsf{E}(\Pi)$
3418,$\rho(X)=E_\mathsf{Q}(X)$
3419,$\dfrac{q(\epsilon)}{1+\epsilon}$
3420,$\| Y \|_{\sigma_2} \le c \| Y \|_{\sigma_1}$
3421,$g(s)=s^\alpha$
3422,$dx\to 0$
3423,$\int^x H(s)ds \ge 0$
3424,$m\in \mathbb R$
3425,$u^{iv}<0$
3426,$G'$
3427,$S(\mathbf{x}; a)$
3428,$LR = L/P$
3429,$\rho F$
3430,$a=q_X(0.99)$
3431,${}^nS(t) = \displaystyle\int_t^\infty {}^{n-1}S(u)du$
3432,$\rho(X) = \rho(Y)$
3433,$p\approx 0.01$
3434,$\square \phi_i$
3435,$u=a$
3436,$t=1$
3437,$\mu_t$
3438,$h$
3439,$2^1\rightarrow 3^1-1=2 \rightarrow 1 \rightarrow 0$
3440,$\lambda_t=\lambda$
3441,$N=2$
3442,"$D_i(X_1,\dots,X_n; a)$"
3443,$\hat\rho(A_k) = \hat\rho(A_0) + k \rho(N)$
3444,$\|Y\|_{\sigma}=\int_0^\infty \tau_\sigma(F_{|Y|}(y))dy$
3445,$t-dt$
3446,$0\le X_n\le 1$
3447,$g^{ak} = (g^a)^k$
3448,$X\le Y\implies f_t(X)\le f_t(Y)$
3449,$(1-t)X_1 + tX_2$
3450,$-1_{A^c}$
3451,$M_G(\zeta)  = (1-\theta\zeta)^{-a}$
3452,$l(p) = v(1-\sqrt{(1-p)/p})$
3453,$dN(a)=d(a-\mathsf{E}(X\wedge a)$
3454,$A(c)=c$
3455,$\mathsf{E}(X_i \mid X\le a)$
3456,$f(x)dx$
3457,$\tilde \rho_t = \rho_t(-\tilde\rho_{t+1})$
3458,$\partial f(x_0)$
3459,"$t\in[0.12, 0.25]$"
3460,$q_{\mathbf{x}}=F_{\mathbf{x}}^{-1}$
3461,$C_2(0)\approx \mathsf{E}[X_2]$
3462,$A - \mathsf E[A] = A_0 + (\mathsf E[X]N - \mathsf E[A])$
3463,$\lambda_i$
3464,$\rho(X) \ge \rho(Y)$
3465,$i= \alpha/(1-\alpha)$
3466,$dF=-dS$
3467,$\iota(p)=\delta(p)/\nu(p)$
3468,$\rho(X+Y)\ge$
3469,$s=1-p$
3470,$\delta(p)=\iota(p)/(1+\iota(p))=1-\iota(p)$
3471,$t>0$
3472,$q(p)=F^{-1}(p)$
3473,$F(x)=1-e^{-\mu x}$
3474,$> r$
3475,$B(b)<0$
3476,$t_1<t_2<0.5$
3477,$1-g(S(x))$
3478,$g(t-dt)=g(t)-g'(t)dt$
3479,"$(anch.west |- lee.north)+(-0.125,0.25)$"
3480,$\tilde p > p$
3481,$B(p)=1$
3482,$X(t)=X$
3483,$\mathsf{E}_Q(Y)$
3484,$s_f$
3485,$>2$
3486,$A_k$
3487,$g'(S(x))f(x)dx$
3488,$q_\alpha$
3489,$2^{10}$
3490,$1/\mu$
3491,$a=\sum_i a_i$
3492,$(\mathsf{E}(X_i)-\mathsf{E}(X_i(a))/\mathsf{E}(X_i)$
3493,$\rho(X+Y)\ge\rho(X)+l(Y)$
3494,$V(a) = 1_{X > a}$
3495,$f_t(X+m)=f_t(X)+m$
3496,$\mathbb{P}$
3497,$x^\\alpha$
3498,$\rho(\tilde X)=34/9$
3499,$g(s)-s$
3500,$\mathscr{P}=\{\mathsf{Q} \mid d\mathsf{Q}/d\mathsf{P} \le 1/(1-p) \}$
3501,$0<t<1$
3502,$\rho(A_k) \ge k\mathsf{E}[N]$
3503,$\nu-l$
3504,$tt$
3505,$1000$
3506,$\max$
3507,"$x\in[0,1]$"
3508,$\ge 0$
3509,$x=y^4$
3510,${}^\blacksquare$
3511,$E_Q(X \mid \mathcal{G})$
3512,$=V=P+r(P+S)-rS-L=eL+\rho S$
3513,$\bar P(a)=\bar S(a) + \bar\delta\bar F(a)$
3514,$q(U)$
3515,$t\le 0.5$
3516,"${3*(4-3)}*(1,0.5)$"
3517,$s_s$
3518,$\hat\beta$
3519,$5.186592 \times 10^{19}$
3520,$P(a) = E_g(X\wedge a) =$
3521,$\mathsf{Q}\in\mathscr{P}$
3522,$\hat p > p$
3523,$\text{E}(G)=1$
3524,$R_1(0)=\bar P^a_1(0)$
3525,$()_+$
3526,"$\langle \nabla\zeta, N \rangle + \langle \zeta, \nabla N \rangle$"
3527,$L_a$
3528,"$\mathcal{A}=\{\mu\in \mathscr{P} \mid \langle \mu,X \rangle \le \rho(X) \ \forall X\in\mathcal{X}\}$"
3529,$\nu < p$
3530,$x:3x:9x$
3531,$x=\lambda y + (1-\lambda)z$
3532,$p(1-\nu_p)$
3533,$x_i\mapsto x_i f_i(x_i)$
3534,${}^nS_X(t)\le {}^nS_Y(t)$
3535,$\bar\iota>0$
3536,$\tilde X=X\wedge a$
3537,$id\times\pi$
3538,$Y_i$
3539,$\mathsf{E}(X)=\int_0^\infty xf(x)dx$
3540,$E_2 = 0$
3541,$Y=-X$
3542,$\rho(X)=\mathsf{E}(Xg'(S(X)))=\mathsf{E}_Q(X)$
3543,$a\le \rho(X)\le b$
3544,$L_\sigma=F_L^{-1}(\tau_\sigma^{-1}(U))$
3545,$\delta^*$
3546,$(1-s) - (1-g(s)) = g(s)-s$
3547,$=q-\epsilon\mathsf{E}_q(X_2)$
3548,"$(I_1,\dots,I_n)$"
3549,$0.5 < t < 1$
3550,$P(a)$
3551,$(-2N\log(1-p))^{1/2}=22.49$
3552,$X^n$
3553,$\mathbf{n}$
3554,$\phi'(s)=f(s)/(1-s)\ge 0$
3555,$q(1)=\infty$
3556,"$y,z\in X$"
3557,$(1-\nu_p-il_p)/(\nu_p-l_p)=\rho_{1/2}$
3558,$p_i$
3559,$g'(t)=\phi(1-t)\ge 0$
3560,$a-EL$
3561,$\ge$
3562,$k_i$
3563,"$(1-t,t)$"
3564,$P(x) = g(S(x))$
3565,$t=-\log(s)$
3566,$q_\zeta$
3567,$\mathsf{MON}'$
3568,$S(x)+R(x)$
3569,$S_Z$
3570,$M_i(t)=C_i(t)$
3571,$T_s$
3572,"$M(X_1, a_1)+M(X_2, a_2)=M(X_1+X_2, a_1+a_2)$"
3573,$\mathsf{PH}$
3574,$B(p)$
3575,$\sigma=1.333$
3576,$. Therefore $
3577,$\mathsf{E}(X-x)_+$
3578,"$c\in[0,1/2]$"
3579,$\dfrac{d}{da}$
3580,$q(0)$
3581,$g\in\nabla\rho(X)$
3582,$(\delta_p - il_p)/(\nu_p-l_p)$
3583,$=\mathsf{E}(X_i(a))$
3584,$\mathsf{E}(X ; B)$
3585,$\delta = g(s)g(t)-g(st)$
3586,$\rho(\lambda X)=\lambda \rho(X)$
3587,$\zeta=1+c(1-\mathsf{Pr}(Z>\mathsf{E} Z)$
3588,"$(x, S(x))$"
3589,$k+1$
3590,$E(G-E(G))^3 = 2a\theta^3$
